*******************************************************************************
JPL/HORIZONS              67P/Churyumov-Gerasimenko        2023-Mar-06 17:35:01
Rec #:90000697 (+COV) Soln.date: 2023-Jan-17_10:30:45   # obs: 7133 (2013-2022)
 
IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):
 
  EPOCH=  2457691.5 ! 2016-Oct-30.0000000 (TDB)    RMSW= n.a.
   EC= .6419142432787543   QR= 1.240472505873183   TP= 2457247.9181367746
   OM= 50.04561279541581   W= 12.83931267126669    IN= 7.052951527506115
   A= 3.464177177085648    MA= 67.80749654588392   ADIST= 5.687881848298113
   PER= 6.4477523207981    N= .152863546           ANGMOM= .024549929
   DAN= 1.25272            DDN= 5.44388            L= 62.7909565
   B= 1.5635283            MOID= .254401           TP= 2015-Aug-13.4181367746
 
Comet physical (GM= km^3/s^2; RAD= km):
   GM= 6.622E-7            RAD= 1.7
   M1=  12.8     M2=  n.a.     k1=  8.     k2= n.a.     PHCOF= n.a.
 
Comet non-gravitational force model (AMRAT=m^2/kg;A1-A3=au/d^2;DT=days;R0=au):
   AMRAT=  0.                                      DT=  0.
   A1= 6.253191828728E-10  A2= -9.530938230455E-11 A3= 0.
 Standard model:
   ALN=  .1112620426   NK=  4.6142   NM=  2.15     NN=  5.093    R0=  2.808
 
COMET comments 
1: soln ref.= JPL#K212/38, data arc: 2013-04-17 to 2022-05-28
2: k1=8.;
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Mon Mar  6 17:35:01 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: 67P/Churyumov-Gerasimenko       {source: JPL#K212/38}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 2023-Mar-07 00:00:00.0000 UT      
Stop  time      : A.D. 2024-Mar-07 00:00:00.0000 UT      
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : undefined
Target radii    : 1.7 km                                                       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Small-body perts: Yes                             {source: SB441-N16}
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.230306.p230529                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAR-06. PREDICTS-> 2023-MAY-28
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2457691.5 ! 2016-Oct-30.0000000 (TDB)    RMSW= n.a.                  
   EC= .6419142432787543   QR= 1.240472505873183   TP= 2457247.9181367746      
   OM= 50.04561279541581   W= 12.83931267126669    IN= 7.052951527506115       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X=-3.671444539611959E+00  Y=-1.497762385991873E+00  Z=-4.027133458856754E-01
  VX=-2.291930438111897E-03 VY=-6.813786631688840E-03 VZ=-3.374841349586171E-03
Comet physical (GM= km^3/s^2; RAD= km):                                        
   GM= 6.622E-7            RAD= 1.7                                            
   M1=  12.8     M2=  n.a.     k1=  8.     k2= n.a.     PHCOF= n.a.            
Comet non-gravitational force model (AMRAT=m^2/kg;A1-A3=au/d^2;DT=days;R0=au): 
   AMRAT=  0.                                      DT=  0.                     
   A1= 6.253191828728E-10  A2= -9.530938230455E-11 A3= 0.                      
 Standard model:                                                               
   ALN=  .1112620426   NK=  4.6142   NM=  2.15     NN=  5.093    R0=  2.808    
*************************************************************************************************************************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),    T-mag,  N-mag,             delta,     deldot,     S-O-T,/r,     S-T-O,  Sky_motion, Sky_mot_PA, RelVel-ANG, Lun_Sky_Brt  sky_SNR
 2023-Jun-04 00:00, , , 13 10 33.00, -06 52 14.2,   21.082,   n.a.,  3.93561650440246, 28.5638680,  126.0533,/T,   10.2514,   0.1545661,  285.68461,  75.563597,        n.a.     n.a.
 2023-Jun-05 00:00, , , 13 10 19.05, -06 51 16.4,   21.094,   n.a.,  3.95219202127490, 28.8354176,  125.0365,/T,   10.3764,   0.1450180,  285.29534,  76.489963,        n.a.     n.a.
 2023-Jun-06 00:00, , , 13 10 05.96, -06 50 23.7,   21.106,   n.a.,  3.96892221746915, 29.0995309,  124.0239,/T,   10.4975,   0.1354922,  284.85189,  77.407689,        n.a.     n.a.
 2023-Jun-07 00:00, , , 13 09 53.73, -06 49 36.1,   21.118,   n.a.,  3.98580282613003, 29.3562940,  123.0153,/T,   10.6146,   0.1259908,  284.34211,  78.317072,        n.a.     n.a.
 2023-Jun-08 00:00, , , 13 09 42.36, -06 48 53.6,   21.130,   n.a.,  4.00282961091434, 29.6057252,  122.0107,/T,   10.7278,   0.1165163,  283.74995,  79.218354,        n.a.     n.a.
 2023-Jun-09 00:00, , , 13 09 31.85, -06 48 16.2,   21.142,   n.a.,  4.01999832584630, 29.8477740,  121.0101,/T,   10.8371,   0.1070721,  283.05378,  80.111657,        n.a.     n.a.
 2023-Jun-10 00:00, , , 13 09 22.20, -06 47 43.8,   21.154,   n.a.,  4.03730467883056, 30.0823340,  120.0134,/T,   10.9424,   0.0976633,  282.22399,  80.996920,        n.a.     n.a.
 2023-Jun-11 00:00, , , 13 09 13.40, -06 47 16.4,   21.167,   n.a.,  4.05474430476405, 30.3092623,  119.0207,/T,   11.0438,   0.0882976,  281.21885,  81.873832,        n.a.     n.a.
 2023-Jun-12 00:00, , , 13 09 05.45, -06 46 54.1,   21.179,   n.a.,  4.07231275046498, 30.5283999,  118.0319,/T,   11.1414,   0.0789865,  279.97782,  82.741745,        n.a.     n.a.
 2023-Jun-13 00:00, , , 13 08 58.36, -06 46 36.9,   21.191,   n.a.,  4.09000547052081, 30.7395890,  117.0470,/T,   11.2350,   0.0697468,  278.40974,  83.599529,        n.a.     n.a.
 2023-Jun-14 00:00, , , 13 08 52.11, -06 46 24.6,   21.204,   n.a.,  4.10781783166307, 30.9426850,  116.0661,/T,   11.3247,   0.0606036,  276.37115,  84.445290,        n.a.     n.a.
 2023-Jun-15 00:00, , , 13 08 46.72, -06 46 17.4,   21.216,   n.a.,  4.12574512318341, 31.1375653,  115.0890,/T,   11.4106,   0.0515969,  273.62407,  85.275791,        n.a.     n.a.
 2023-Jun-16 00:00, , , 13 08 42.16, -06 46 15.1,   21.228,   n.a.,  4.14378257144339, 31.3241354,  114.1158,/T,   11.4927,   0.0427954,  269.74805,  86.085184,        n.a.     n.a.
 2023-Jun-17 00:00, , , 13 08 38.44, -06 46 17.8,   21.240,   n.a.,  4.16192535704068, 31.5023318,  113.1464,/T,   11.5708,   0.0343295,  263.94459,  86.861967,        n.a.     n.a.
 2023-Jun-18 00:00, , , 13 08 35.56, -06 46 25.5,   21.253,   n.a.,  4.18016863340999, 31.6721239,  112.1810,/T,   11.6452,   0.0264796,  254.59081,  87.580967,        n.a.     n.a.
 2023-Jun-19 00:00, , , 13 08 33.50, -06 46 38.0,   21.265,   n.a.,  4.19850754562483, 31.8335131,  111.2193,/T,   11.7158,   0.0199178,  238.42476,  88.181233,        n.a.     n.a.
 2023-Jun-20 00:00, , , 13 08 32.27, -06 46 55.5,   21.277,   n.a.,  4.21693724814893, 31.9865299,  110.2616,/T,   11.7826,   0.0161896,  211.53087,  88.522110,        n.a.     n.a.
 2023-Jun-21 00:00, , , 13 08 31.86, -06 47 17.8,   21.290,   n.a.,  4.23545292045612, 32.1312296,  109.3076,/T,   11.8456,   0.0171440,  180.08166,  88.435235,        n.a.     n.a.
 2023-Jun-22 00:00, , , 13 08 32.26, -06 47 44.8,   21.302,   n.a.,  4.25404977984570, 32.2676870,  108.3574,/T,   11.9050,   0.0221008,  157.79252,  87.982871,        n.a.     n.a.
 2023-Jun-23 00:00, , , 13 08 33.47, -06 48 16.7,   21.314,   n.a.,  4.27272309134462, 32.3959919,  107.4109,/T,   11.9606,   0.0290121,  144.94610,  87.351782,        n.a.     n.a.
 2023-Jun-24 00:00, , , 13 08 35.48, -06 48 53.2,   21.327,   n.a.,  4.29146817515846, 32.5162451,  106.4682,/T,   12.0126,   0.0367353,  137.32290,  86.645997,        n.a.     n.a.
 2023-Jun-25 00:00, , , 13 08 38.28, -06 49 34.5,   21.339,   n.a.,  4.31028041258833, 32.6285573,  105.5292,/T,   12.0610,   0.0448039,  132.43705,  85.907816,        n.a.     n.a.
 2023-Jun-26 00:00, , , 13 08 41.87, -06 50 20.3,   21.351,   n.a.,  4.32915525160583, 32.7330490,  104.5938,/T,   12.1057,   0.0530176,  129.08318,  85.155253,        n.a.     n.a.
 2023-Jun-27 00:00, , , 13 08 46.23, -06 51 10.8,   21.363,   n.a.,  4.34808821335767, 32.8298536,  103.6621,/T,   12.1469,   0.0612799,  126.65323,  84.396873,        n.a.     n.a.
 2023-Jun-28 00:00, , , 13 08 51.37, -06 52 05.8,   21.375,   n.a.,  4.36707490072228, 32.9191216,  102.7339,/T,   12.1846,   0.0695388,  124.81721,  83.637177,        n.a.     n.a.
 2023-Jun-29 00:00, , , 13 08 57.26, -06 53 05.2,   21.388,   n.a.,  4.38611100957806, 33.0010253,  101.8093,/T,   12.2188,   0.0777642,  123.38329,  82.878723,        n.a.     n.a.
 2023-Jun-30 00:00, , , 13 09 03.91, -06 54 09.1,   21.400,   n.a.,  4.40519234249983, 33.0757621,  100.8881,/T,   12.2495,   0.0859372,  122.23322,  82.123042,        n.a.     n.a.
 2023-Jul-01 00:00, , , 13 09 11.31, -06 55 17.3,   21.412,   n.a.,  4.42431482303463, 33.1435526,   99.9704,/T,   12.2769,   0.0940461,  121.29051,  81.371062,        n.a.     n.a.
 2023-Jul-02 00:00, , , 13 09 19.45, -06 56 29.9,   21.424,   n.a.,  4.44347450663790, 33.2046305,   99.0561,/T,   12.3008,   0.1020837,  120.50363,  80.623311,        n.a.     n.a.
 2023-Jul-03 00:00, , , 13 09 28.31, -06 57 46.7,   21.436,   n.a.,  4.46266758252473, 33.2592208,   98.1450,/T,   12.3214,   0.1100464,  119.83667,  79.880024,        n.a.     n.a.
 2023-Jul-04 00:00, , , 13 09 37.90, -06 59 07.7,   21.448,   n.a.,  4.48189036060188, 33.3075112,   97.2372,/T,   12.3388,   0.1179331,  119.26389,  79.141201,        n.a.     n.a.
 2023-Jul-05 00:00, , , 13 09 48.20, -07 00 32.9,   21.460,   n.a.,  4.50113924078779, 33.3496215,   96.3326,/T,   12.3528,   0.1257448,  118.76643,  78.406676,        n.a.     n.a.
 2023-Jul-06 00:00, , , 13 09 59.21, -07 02 02.2,   21.472,   n.a.,  4.52041066818550, 33.3855869,   95.4310,/T,   12.3636,   0.1334831,  118.33014,  77.676184,        n.a.     n.a.
 2023-Jul-07 00:00, , , 13 10 10.92, -07 03 35.5,   21.484,   n.a.,  4.53970108376583, 33.4153602,   94.5325,/T,   12.3712,   0.1411497,  117.94422,  76.949439,        n.a.     n.a.
 2023-Jul-08 00:00, , , 13 10 23.32, -07 05 12.9,   21.496,   n.a.,  4.55900688235835, 33.4388334,   93.6370,/T,   12.3757,   0.1487458,  117.60031,  76.226189,        n.a.     n.a.
 2023-Jul-09 00:00, , , 13 10 36.41, -07 06 54.2,   21.508,   n.a.,  4.57832438631854, 33.4558689,   92.7445,/T,   12.3770,   0.1562715,  117.29179,  75.506254,        n.a.     n.a.
 2023-Jul-10 00:00, , , 13 10 50.18, -07 08 39.5,   21.519,   n.a.,  4.59764983677627, 33.4663272,   91.8548,/T,   12.3752,   0.1637258,  117.01337,  74.789533,        n.a.     n.a.
 2023-Jul-11 00:00, , , 13 11 04.62, -07 10 28.6,   21.531,   n.a.,  4.61697939895510, 33.4700872,   90.9680,/T,   12.3704,   0.1711071,  116.76077,  74.075989,        n.a.     n.a.
 2023-Jul-12 00:00, , , 13 11 19.73, -07 12 21.6,   21.543,   n.a.,  4.63630917589509, 33.4670556,   90.0841,/T,   12.3625,   0.1784134,  116.53043,  73.365635,        n.a.     n.a.
 2023-Jul-13 00:00, , , 13 11 35.50, -07 14 18.4,   21.554,   n.a.,  4.65563522557767, 33.4571697,   89.2029,/T,   12.3515,   0.1856423,  116.31945,  72.658517,        n.a.     n.a.
 2023-Jul-14 00:00, , , 13 11 51.92, -07 16 18.9,   21.566,   n.a.,  4.67495357831789, 33.4403961,   88.3244,/T,   12.3376,   0.1927915,  116.12535,  71.954699,        n.a.     n.a.
 2023-Jul-15 00:00, , , 13 12 08.98, -07 18 23.2,   21.578,   n.a.,  4.69426025303834, 33.4167283,   87.4487,/T,   12.3208,   0.1998584,  115.94606,  71.254256,        n.a.     n.a.
 2023-Jul-16 00:00, , , 13 12 26.69, -07 20 31.1,   21.589,   n.a.,  4.71355127211826, 33.3861843,   86.5757,/T,   12.3010,   0.2068407,  115.77983,  70.557268,        n.a.     n.a.
 2023-Jul-17 00:00, , , 13 12 45.02, -07 22 42.6,   21.601,   n.a.,  4.73282267492680, 33.3488046,   85.7054,/T,   12.2784,   0.2137364,  115.62514,  69.863818,        n.a.     n.a.
 2023-Jul-18 00:00, , , 13 13 03.98, -07 24 57.6,   21.612,   n.a.,  4.75207053014370, 33.3046500,   84.8377,/T,   12.2529,   0.2205432,  115.48069,  69.173984,        n.a.     n.a.
 2023-Jul-19 00:00, , , 13 13 23.55, -07 27 16.2,   21.623,   n.a.,  4.77129094681286, 33.2537990,   83.9726,/T,   12.2247,   0.2272596,  115.34535,  68.487841,        n.a.     n.a.
 2023-Jul-20 00:00, , , 13 13 43.73, -07 29 38.2,   21.635,   n.a.,  4.79048008396484, 33.1963456,   83.1101,/T,   12.1936,   0.2338839,  115.21815,  67.805456,        n.a.     n.a.
 2023-Jul-21 00:00, , , 13 14 04.50, -07 32 03.5,   21.646,   n.a.,  4.80963415868653, 33.1323966,   82.2501,/T,   12.1599,   0.2404149,  115.09824,  67.126888,        n.a.     n.a.
 2023-Jul-22 00:00, , , 13 14 25.87, -07 34 32.2,   21.657,   n.a.,  4.82874945271382, 33.0620687,   81.3926,/T,   12.1234,   0.2468515,  114.98487,  66.452186,        n.a.     n.a.
 2023-Jul-23 00:00, , , 13 14 47.82, -07 37 04.2,   21.668,   n.a.,  4.84782231791448, 32.9854878,   80.5376,/T,   12.0843,   0.2531928,  114.87738,  65.781395,        n.a.     n.a.
 2023-Jul-24 00:00, , , 13 15 10.34, -07 39 39.4,   21.679,   n.a.,  4.86684918132038, 32.9027885,   79.6850,/T,   12.0426,   0.2594382,  114.77520,  65.114554,        n.a.     n.a.
 2023-Jul-25 00:00, , , 13 15 33.43, -07 42 17.8,   21.690,   n.a.,  4.88582655057243, 32.8141158,   78.8348,/T,   11.9983,   0.2655873,  114.67782,  64.451699,        n.a.     n.a.
 2023-Jul-26 00:00, , , 13 15 57.08, -07 44 59.2,   21.701,   n.a.,  4.90475102066993, 32.7196277,   77.9870,/T,   11.9515,   0.2716397,  114.58478,  63.792868,        n.a.     n.a.
 2023-Jul-27 00:00, , , 13 16 21.27, -07 47 43.7,   21.712,   n.a.,  4.92361928266365, 32.6194994,   77.1415,/T,   11.9022,   0.2775955,  114.49569,  63.138099,        n.a.     n.a.
 2023-Jul-28 00:00, , , 13 16 46.01, -07 50 31.1,   21.723,   n.a.,  4.94242813425050, 32.5139253,   76.2982,/T,   11.8504,   0.2834550,  114.41019,  62.487416,        n.a.     n.a.
 2023-Jul-29 00:00, , , 13 17 11.27, -07 53 21.5,   21.733,   n.a.,  4.96117449095514, 32.4031183,   75.4571,/T,   11.7962,   0.2892192,  114.32798,  61.840823,        n.a.     n.a.
 2023-Jul-30 00:00, , , 13 17 37.06, -07 56 14.8,   21.744,   n.a.,  4.97985539469687, 32.2873009,   74.6182,/T,   11.7397,   0.2948896,  114.24878,  61.198276,        n.a.     n.a.
 2023-Jul-31 00:00, , , 13 18 03.37, -07 59 10.8,   21.755,   n.a.,  4.99846801451397, 32.1666868,   73.7814,/T,   11.6808,   0.3004692,  114.17237,  60.559653,        n.a.     n.a.
 2023-Aug-01 00:00, , , 13 18 30.19, -08 02 09.7,   21.765,   n.a.,  5.01700963334008, 32.0414514,   72.9466,/T,   11.6196,   0.3059614,  114.09854,  59.924738,        n.a.     n.a.
 2023-Aug-02 00:00, , , 13 18 57.50, -08 05 11.2,   21.776,   n.a.,  5.03547761685764, 31.9117009,   72.1138,/T,   11.5561,   0.3113709,  114.02712,  59.293211,        n.a.     n.a.
 2023-Aug-03 00:00, , , 13 19 25.31, -08 08 15.3,   21.786,   n.a.,  5.05386936643896, 31.7774509,   71.2829,/T,   11.4904,   0.3167020,  113.95796,  58.664680,        n.a.     n.a.
 2023-Aug-04 00:00, , , 13 19 53.61, -08 11 22.1,   21.796,   n.a.,  5.07218226581907, 31.6386269,   70.4538,/T,   11.4225,   0.3219589,  113.89093,  58.038730,        n.a.     n.a.
 2023-Aug-05 00:00, , , 13 20 22.39, -08 14 31.5,   21.807,   n.a.,  5.09041363541175, 31.4950898,   69.6266,/T,   11.3524,   0.3271445,  113.82588,  57.414981,        n.a.     n.a.
 2023-Aug-06 00:00, , , 13 20 51.64, -08 17 43.3,   21.817,   n.a.,  5.10856070543069, 31.3466730,   68.8010,/T,   11.2801,   0.3322602,  113.76269,  56.793136,        n.a.     n.a.
 2023-Aug-07 00:00, , , 13 21 21.36, -08 20 57.6,   21.827,   n.a.,  5.12662061091079, 31.1932184,   67.9772,/T,   11.2058,   0.3373064,  113.70122,  56.172993,        n.a.     n.a.
 2023-Aug-08 00:00, , , 13 21 51.55, -08 24 14.4,   21.837,   n.a.,  5.14459040389899, 31.0345994,   67.1550,/T,   11.1293,   0.3422826,  113.64134,  55.554438,        n.a.     n.a.
 2023-Aug-09 00:00, , , 13 22 22.19, -08 27 33.6,   21.847,   n.a.,  5.16246707463616, 30.8707290,   66.3344,/T,   11.0508,   0.3471876,  113.58293,  54.937425,        n.a.     n.a.
 2023-Aug-10 00:00, , , 13 22 53.28, -08 30 55.1,   21.857,   n.a.,  5.18024757451502, 30.7015587,   65.5154,/T,   10.9703,   0.3520203,  113.52587,  54.321947,        n.a.     n.a.
 2023-Aug-11 00:00, , , 13 23 24.82, -08 34 18.9,   21.866,   n.a.,  5.19792883657282, 30.5270723,   64.6979,/T,   10.8877,   0.3567793,  113.47005,  53.708027,        n.a.     n.a.
 2023-Aug-12 00:00, , , 13 23 56.80, -08 37 45.0,   21.876,   n.a.,  5.21550779208877, 30.3472790,   63.8820,/T,   10.8032,   0.3614634,  113.41536,  53.095697,        n.a.     n.a.
 2023-Aug-13 00:00, , , 13 24 29.20, -08 41 13.3,   21.886,   n.a.,  5.23298138359836, 30.1622078,   63.0675,/T,   10.7168,   0.3660713,  113.36170,  52.484998,        n.a.     n.a.
 2023-Aug-14 00:00, , , 13 25 02.04, -08 44 43.8,   21.895,   n.a.,  5.25034657534246, 29.9719044,   62.2545,/T,   10.6284,   0.3706022,  113.30898,  51.875978,        n.a.     n.a.
 2023-Aug-15 00:00, , , 13 25 35.29, -08 48 16.4,   21.905,   n.a.,  5.26760036219923, 29.7764289,   61.4430,/T,   10.5382,   0.3750550,  113.25711,  51.268686,        n.a.     n.a.
 2023-Aug-16 00:00, , , 13 26 08.95, -08 51 51.0,   21.914,   n.a.,  5.28473977785150, 29.5758555,   60.6328,/T,   10.4461,   0.3794288,  113.20602,  50.663177,        n.a.     n.a.
 2023-Aug-17 00:00, , , 13 26 43.02, -08 55 27.7,   21.924,   n.a.,  5.30176190256334, 29.3702714,   59.8240,/T,   10.3521,   0.3837230,  113.15562,  50.059506,        n.a.     n.a.
 2023-Aug-18 00:00, , , 13 27 17.49, -08 59 06.4,   21.933,   n.a.,  5.31866387063029, 29.1597763,   59.0166,/T,   10.2565,   0.3879369,  113.10584,  49.457735,        n.a.     n.a.
 2023-Aug-19 00:00, , , 13 27 52.35, -09 02 47.0,   21.942,   n.a.,  5.33544287740959, 28.9444816,   58.2105,/T,   10.1590,   0.3920700,  113.05662,  48.857924,        n.a.     n.a.
 2023-Aug-20 00:00, , , 13 28 27.59, -09 06 29.4,   21.951,   n.a.,  5.35209618585421, 28.7245100,   57.4057,/T,   10.0598,   0.3961221,  113.00790,  48.260133,        n.a.     n.a.
 2023-Aug-21 00:00, , , 13 29 03.21, -09 10 13.7,   21.960,   n.a.,  5.36862113262955, 28.4999941,   56.6022,/T,    9.9590,   0.4000930,  112.95962,  47.664424,        n.a.     n.a.
 2023-Aug-22 00:00, , , 13 29 39.21, -09 13 59.7,   21.969,   n.a.,  5.38501513410562, 28.2710773,   55.8000,/T,    9.8565,   0.4039826,  112.91175,  47.070858,        n.a.     n.a.
 2023-Aug-23 00:00, , , 13 30 15.56, -09 17 47.5,   21.978,   n.a.,  5.40127569266548, 28.0379143,   54.9989,/T,    9.7524,   0.4077913,  112.86422,  46.479495,        n.a.     n.a.
 2023-Aug-24 00:00, , , 13 30 52.28, -09 21 36.9,   21.987,   n.a.,  5.41740040372418, 27.8006728,   54.1991,/T,    9.6467,   0.4115195,  112.81702,  45.890398,        n.a.     n.a.
 2023-Aug-25 00:00, , , 13 31 29.34, -09 25 27.9,   21.996,   n.a.,  5.43338696345805, 27.5595341,   53.4004,/T,    9.5394,   0.4151678,  112.77010,  45.303624,        n.a.     n.a.
 2023-Aug-26 00:00, , , 13 32 06.74, -09 29 20.6,   22.004,   n.a.,  5.44923317636375, 27.3146912,   52.6028,/T,    9.4306,   0.4187376,  112.72345,  44.719214,        n.a.     n.a.
 2023-Aug-27 00:00, , , 13 32 44.49, -09 33 14.7,   22.013,   n.a.,  5.46493696035715, 27.0663421,   51.8063,/T,    9.3203,   0.4222307,  112.67705,  44.137182,        n.a.     n.a.
 2023-Aug-28 00:00, , , 13 33 22.56, -09 37 10.3,   22.021,   n.a.,  5.48049634544246, 26.8146736,   51.0109,/T,    9.2086,   0.4256497,  112.63090,  43.557486,        n.a.     n.a.
 2023-Aug-29 00:00, , , 13 34 00.96, -09 41 07.3,   22.030,   n.a.,  5.49590946090127, 26.5598381,   50.2164,/T,    9.0954,   0.4289978,  112.58499,  42.980003,        n.a.     n.a.
 2023-Aug-30 00:00, , , 13 34 39.67, -09 45 05.7,   22.038,   n.a.,  5.51117450697253, 26.3019244,   49.4229,/T,    8.9809,   0.4322792,  112.53934,  42.404513,        n.a.     n.a.
 2023-Aug-31 00:00, , , 13 35 18.70, -09 49 05.5,   22.046,   n.a.,  5.52628971139217, 26.0409364,   48.6302,/T,    8.8649,   0.4354978,  112.49395,  41.830700,        n.a.     n.a.
 2023-Sep-01 00:00, , , 13 35 58.04, -09 53 06.6,   22.054,   n.a.,  5.54125327812434, 25.7767895,   47.8384,/T,    8.7476,   0.4386574,  112.44881,  41.258191,        n.a.     n.a.
 2023-Sep-02 00:00, , , 13 36 37.68, -09 57 08.9,   22.062,   n.a.,  5.55606334121906, 25.5093314,   47.0474,/T,    8.6290,   0.4417606,  112.40393,  40.686604,        n.a.     n.a.
 2023-Sep-03 00:00, , , 13 37 17.62, -10 01 12.5,   22.070,   n.a.,  5.57071793633401, 25.2383805,   46.2571,/T,    8.5090,   0.4448087,  112.35928,  40.115607,        n.a.     n.a.
 2023-Sep-04 00:00, , , 13 37 57.85, -10 05 17.3,   22.078,   n.a.,  5.58521499542505, 24.9637653,   45.4675,/T,    8.3878,   0.4478018,  112.31484,  39.544952,        n.a.     n.a.
 2023-Sep-05 00:00, , , 13 38 38.37, -10 09 23.2,   22.086,   n.a.,  5.59955236112245, 24.6853511,   44.6785,/T,    8.2653,   0.4507391,  112.27058,  38.974479,        n.a.     n.a.
 2023-Sep-06 00:00, , , 13 39 19.17, -10 13 30.3,   22.094,   n.a.,  5.61372781194986, 24.4030510,   43.8902,/T,    8.1416,   0.4536195,  112.22648,  38.404106,        n.a.     n.a.
 2023-Sep-07 00:00, , , 13 40 00.25, -10 17 38.5,   22.102,   n.a.,  5.62773908953108, 24.1168230,   43.1024,/T,    8.0167,   0.4564415,  112.18250,  37.833803,        n.a.     n.a.
 2023-Sep-08 00:00, , , 13 40 41.61, -10 21 47.7,   22.109,   n.a.,  5.64158392215942, 23.8266612,   42.3152,/T,    7.8906,   0.4592036,  112.13860,  37.263574,        n.a.     n.a.
 2023-Sep-09 00:00, , , 13 41 23.23, -10 25 58.0,   22.117,   n.a.,  5.65526004270710, 23.5325858,   41.5285,/T,    7.7633,   0.4619047,  112.09477,  36.693437,        n.a.     n.a.
 2023-Sep-10 00:00, , , 13 42 05.12, -10 30 09.2,   22.124,   n.a.,  5.66876520128535, 23.2346353,   40.7424,/T,    7.6348,   0.4645435,  112.05097,  36.123420,        n.a.     n.a.
 2023-Sep-11 00:00, , , 13 42 47.27, -10 34 21.4,   22.131,   n.a.,  5.68209717415737, 22.9328611,   39.9567,/T,    7.5053,   0.4671192,  112.00717,  35.553554,        n.a.     n.a.
 2023-Sep-12 00:00, , , 13 43 29.67, -10 38 34.5,   22.138,   n.a.,  5.69525377058127, 22.6273258,   39.1715,/T,    7.3746,   0.4696307,  111.96335,  34.983874,        n.a.     n.a.
 2023-Sep-13 00:00, , , 13 44 12.31, -10 42 48.4,   22.146,   n.a.,  5.70823283897164, 22.3181025,   38.3867,/T,    7.2429,   0.4720773,  111.91948,  34.414422,        n.a.     n.a.
 2023-Sep-14 00:00, , , 13 44 55.20, -10 47 03.2,   22.153,   n.a.,  5.72103227330368, 22.0052762,   37.6024,/T,    7.1102,   0.4744580,  111.87555,  33.845246,        n.a.     n.a.
 2023-Sep-15 00:00, , , 13 45 38.33, -10 51 18.7,   22.160,   n.a.,  5.73365002019398, 21.6889444,   36.8184,/T,    6.9764,   0.4767722,  111.83153,  33.276404,        n.a.     n.a.
 2023-Sep-16 00:00, , , 13 46 21.68, -10 55 35.0,   22.166,   n.a.,  5.74608408666259, 21.3692188,   36.0349,/T,    6.8417,   0.4790193,  111.78740,  32.707963,        n.a.     n.a.
 2023-Sep-17 00:00, , , 13 47 05.26, -10 59 52.0,   22.173,   n.a.,  5.75833254827342, 21.0462250,   35.2517,/T,    6.7060,   0.4811986,  111.74315,  32.139998,        n.a.     n.a.
 2023-Sep-18 00:00, , , 13 47 49.06, -11 04 09.6,   22.180,   n.a.,  5.77039355720773, 20.7201026,   34.4689,/T,    6.5694,   0.4833099,  111.69876,  31.572591,        n.a.     n.a.
 2023-Sep-19 00:00, , , 13 48 33.08, -11 08 27.9,   22.187,   n.a.,  5.78226534985588, 20.3910035,   33.6865,/T,    6.4318,   0.4853530,  111.65422,  31.005830,        n.a.     n.a.
 2023-Sep-20 00:00, , , 13 49 17.29, -11 12 46.7,   22.193,   n.a.,  5.79394625365196, 20.0590908,   32.9044,/T,    6.2934,   0.4873280,  111.60954,  30.439802,        n.a.     n.a.
 2023-Sep-21 00:00, , , 13 50 01.72, -11 17 06.1,   22.200,   n.a.,  5.80543469299906, 19.7245368,   32.1225,/T,    6.1542,   0.4892353,  111.56470,  29.874594,        n.a.     n.a.
